Text,True_Label,predicted_label,confusion_matrix_class
video pengawalan presiden jokowi perancis formasi kawal v,1,1,True Negative
lempar keberadaan dokumen tpf pembunuhan munir,0,1,False Negative
ma ruf ingatkan beda pilihan capres bermusuhan,0,0,True Positive
akun facebook bupati sintang jarot winarno,1,1,True Negative
gerindra instruksikan kader pasang poster prabowo presiden kampung,0,0,True Positive
pantun bamsoet sidang mpr koalisi berubah terbelah,0,0,True Positive
konflik laut china selatan prabowo china as bijaksana,0,1,False Negative
rumah sakit jiwa kampret,1,1,True Negative
who larang wanita konsumsi alkohol,1,1,True Negative
nasdem bidik anies ganjar sandi capres,0,0,True Positive
istora senayan dijadikan penampungan pasien covid,1,1,True Negative
campuran daun pepaya jahe sembuhkan omicron,1,1,True Negative
kpu rencanakan pendaftaran parpol peserta pemilu agustus,0,0,True Positive
serangga menyebabkan tubuh berlubang sakit disentuh,1,1,True Negative
pelaporan bambang pacul mkd dpr salah alamat,0,0,True Positive
kerumunan warnai pelantikan bupati labuhanbatu rumah edy,0,1,False Negative
prabowo sentil kader gabung partai bibir hati,0,0,True Positive
penemuan terdamparnya putri duyung pesisir pantai nepa banyuates,1,1,True Negative
kantongi sk partai ummat besutan amien rais puji pemerintah,0,0,True Positive
ganjar anggap megawati orang tua hormat,0,0,True Positive
yenny wahid bongkar sejarah kelam cak imin vs gus dur pkb,0,0,True Positive
perindo rekrut eks komisioner kpu pimpin pemenangan pemilu,0,0,True Positive
vaksin melemahkan kekuatan tni,1,1,True Negative
pansus ruu ikn gelar rapat reses kejar pengesahan januari,0,0,True Positive
kpu harap komisioner pakai teknologi pemilu,0,0,True Positive
gibran pertemuan ganjar semarang,0,0,True Positive
maulid nabi rusia dihadiri jutaan orang,1,1,True Negative
pan salah alamat laporkan zulhas promosi anak bawaslu,0,0,True Positive
christiano ronaldo baca al quran,1,1,True Negative
foto jembatan san benedicto surigao filipina,1,1,True Negative
pansus dpr pemerintah setuju ruu otsus papua uu,0,0,True Positive
pbnu buka suara undang elite kelompok hindu india forum r bali,0,0,True Positive
pengamat selfie anies puan pertarungan batinnya,0,0,True Positive
thahir pembina brimob,1,1,True Negative
nomor porsi haji keberangkatan,1,1,True Negative
jokowi asn melayani dilayani pejabat kolonial,0,1,False Negative
eks menteri susi pudjiastuti dideklarasikan capres,0,0,True Positive
zulhas kib perpecahan ribut cebong kampret aja,0,1,False Negative
puan lawan big data luhut pemilih pdip dukung tunda pemilu,0,0,True Positive
ide gila nadiem makarim memangkas pendidikan sd smp sma,1,1,True Negative
relawan ikrar dukung total ganjar capres tolak politik identitas,0,0,True Positive
partai hanura dirintis wiranto dipimpin oso,0,0,True Positive
arteria kapolri pecat polisi terlibat judi sikat langsung copot,0,1,False Negative
video jet tempur siluman nato versus rudal rusia,1,1,True Negative
jelang tutup publik apresiasi kinerja menteri bumn erick thohir,0,1,False Negative
kapal tenggelam selat bali februari,1,1,True Negative
gerindra anies didukung nyapres usung prabowo,0,0,True Positive
bos larang pegawai nyoblos pemilu dipenjara setahun,0,0,True Positive
pengamat gibran pilgub jateng jokowi dukung capres pdip,0,0,True Positive
megawati hadiri prosesi pelantikan presiden korsel yoon suk yeol,0,1,False Negative
tol pejagan brebes tutup total,1,1,True Negative
maruf amin buzer rp pelihara negara anak terlantar fakir miskin pelihara tetangga kuncen surga neraka,1,1,True Negative
diduga surat boongan,1,1,True Negative
komika mongol stres resmi gabung psi,0,0,True Positive
pdip bantah isu megawati jatuh sakit,0,0,True Positive
norma risma hamil menantunya,1,1,True Negative
stafsus buka suara gugatan rakyat jokowi minyak goreng,0,0,True Positive
abstain nasdem terima revisi uu ikn,0,0,True Positive
foto anies baswedan calon presiden petinggi isis,1,1,True Negative
kawasan johor malaysia terdampak ekonomi pandemi covid,1,1,True Negative
menkominfo usul nyoblos via internet pemilu,0,0,True Positive
suntikan vaksin kosong indonesia,1,1,True Negative
kk nik dipakai orang waspadalah,1,1,True Negative
pengemudi mencoba kabur pemeriksaan coronaviruscamp,1,1,True Negative
masjid al aqsa bakar tentera yahuuudi,1,1,True Negative
hillary clinton mengaku terinspirasi sri mulyani jokowi debat calon presiden amerika serikat,1,1,True Negative
video rumah hotman paris kebanjiran,1,1,True Negative
pks kritik keras mendag het minyak goreng dicabut,0,0,True Positive
foto megawati potong tumpeng meja berlogo pki,1,1,True Negative
survei smrc kondisi politik memburuk,0,0,True Positive
gambar tangkapan layar artikel geloranews puan belanja daging sapi pasar kenal pedagang kenal,1,1,True Negative
innalilahi pesan wasiat irfan hakim istri anak anaknya meninggl dunia,1,1,True Negative
vaksin sinovac kadaluwarsa maret pandemi,1,1,True Negative
anak anak beresiko covid,1,1,True Negative
ppp nama capres terkuat koalisi indonesia bersatu,0,0,True Positive
pbnu sentil harga bbm alasan subsidi salah sasaran,0,0,True Positive
burhanuddin muhtadi dituding dalang quick count palsu,1,1,True Negative
pdip bicara kemiskinan dki ahok djarot anies,0,0,True Positive
pembunuhan demonstran perintah tito,1,1,True Negative
foto sudjiatmi disiksa alam barzakh,1,1,True Negative
megawati resmi ganjar maju capres,1,0,False Positive
sahroni kelepasan capres nasdem laki laki,0,0,True Positive
kuasa hukum jhoni allen jokowi hati hati,0,1,False Negative
tito evaluasi penunjukan pj kepala daerah tuai kritik,0,0,True Positive
lpes runtuhkan alasan cak imin cs tunda pemilu,0,0,True Positive
penerapan perjanjian ekstradisi ri singapura tunggu ratifikasi dpr,0,0,True Positive
rapat bareng menkes politikus pan keluhkan kursi dpr,0,0,True Positive
tautan pengecekan bantuan covid rp pemilik ktp sim,1,1,True Negative
cak imin sambut prabowo pamer anggota pkb indonesia senayan,0,0,True Positive
layanan modern dominos pizza drone,1,1,True Negative
anies baswedan temui ahy markas demokrat,0,0,True Positive
elektabilitas kandidat cawapres pks ahmad heryawan lembaga survei,0,0,True Positive
video uang kertas bernominal juta,1,1,True Negative
mobil dinas presiden harga berkisar m dibeli pandemi copid,1,0,False Positive
pemuda yg grebek muncul tunjukkan adegan telnjng norma dikontrakan rozy,1,1,True Negative
foto sampul majalah time berwajah volodymyr zelensky,1,1,True Negative
dabbah muncul binatang pesan tanda kiamat,1,1,True Negative
heineken bir gratis,1,1,True Negative
video mike tyson salat kafe pemiliknya melarang orang muslim masuk kafenya,1,1,True Negative
gabung demokrat pelawak narji kader pks,0,0,True Positive
sandiaga isu pindah ppp kader gerindra patuh prabowo,0,0,True Positive
video rekaman kamera infrared hantaman rudal ledakan dahsyat beirut libanon,1,1,True Negative
klub sepak bola kali ditayangkan televisi pertandingan arsenal vs everton,1,1,True Negative
menjabat anies usul rapbd rp t,0,0,True Positive
foto anak anak diculik dibawa thailand diambil organ dalamnya,1,1,True Negative
anies giring tinjau formula e kasihan longgar,0,0,True Positive
hati hati wilayah tanjung enim muara enim virus corona masuk,1,1,True Negative
malaysia penghargaan tanah airnya penghinaan,1,1,True Negative
mayoritas siswa jepang ujian tugas sekolah kelas iv sd,1,1,True Negative
pengamat nilai sikap mpr serang sri mulyani bumerang,0,0,True Positive
pdip bela jokowi sindiran demokrat blt jangka pendek,0,0,True Positive
bpjs kesehatan dana bantuan rp juta,1,1,True Negative
survei trust elektabilitas pdip unggul gerindra golkar mengekor,0,0,True Positive
china penyemprotan disinfektan drone,1,1,True Negative
rian ernest gabung golkar grace natalie psi doakan sukses,0,0,True Positive
yaqut anggaran kemenag rp triliun,0,0,True Positive
resep campuran teh hijau lemon atasi covid,1,1,True Negative
penjelajah kulit putih menghancurkan hidung patung peninggalan mesir kuno,1,1,True Negative
ruu tpks batal dibahas paripurna dpr besok,0,0,True Positive
video detik detik jatuhnya pesawat sriwijaya air sj,1,1,True Negative
video norma risma diusir warga,1,1,True Negative
puluhan tentara ukraina dikubur sembarangan kuburan masal,1,1,True Negative
ppp pastikan pencopotan suharso ganggu kib,0,0,True Positive
vaksin sinovac mengandung sel kera hijau afrika,1,1,True Negative
pernyataan ekstrim menteri kesehatan letjen tni dr terawan agus putranto sp rad,1,1,True Negative
akun whatsapp wakil walikota malang transfer dana,1,1,True Negative
telur palsu beredar pasaran,1,1,True Negative
rkuhp resmi disahkan uu paripurna dpr,0,0,True Positive
omicron masuk indonesia jokowi larang pejabat negara negeri,0,0,True Positive
jhon lbf membagikan uang juta,1,1,True Negative
pria oregon as dipenjara didenda mengumpulkan air hujan dipakai kehidupan sehari harinya,1,1,True Negative
jokowi teken perpres wakil menteri negeri tito karnavian,0,0,True Positive
pemuda madiun jual channel telegram bjorka,0,0,True Positive
bunga raja gunung himalaya mekar,1,1,True Negative
berani taruhan alphard hasan nasbi anies tiket capres,0,1,False Negative
nasdem respons isu spanduk penolakan anies ntb,0,0,True Positive
balas sindiran pdip joman pdip capreskan ganjar,0,0,True Positive
bobby nasution bawa medan kota kreatif,0,0,True Positive
bantuan pulsa rp ribu guru dosen pelajar,1,1,True Negative
bendung walahar meluap jati luhur penuh,1,1,True Negative
tangkapan layar tweet tempo co edisi pendengung gambar orang,1,1,True Negative
pencipta lagu ganti presiden gerindra oposisi,0,1,False Negative
belajar tatap muka resmi januari anak wajib swab test sekolah,1,1,True Negative
video meledaknya pertamina indramayu mobil mewah terbakar,1,1,True Negative
djarot nasihati gibran maju pilgub fokus solo,0,0,True Positive
permohonan kelonggaran angsuran ojk,1,1,True Negative
kandungan formaldehida vaksin menyebabkan leukimia anak,1,1,True Negative
anggota dpr beber nama layak gantikan sambo,0,0,True Positive
sekum muhammadiyah abdul mu ti sindir menteri jokowi elitis,0,0,True Positive
wagub jabar uu maaf poligami solusi cegah hiv,0,0,True Positive
jejak siswono menteri orde mundur nasdem,0,0,True Positive
video air rebusan belimbing wuluh mencegah menyembuhkan covid,1,1,True Negative
rapat prabowo andika dudung komisi i dpr digelar tertutup,0,0,True Positive
penjual bakso mantan intel menyamar,1,1,True Negative
dapur masak nasi anjing terbakar,1,1,True Negative
musda partai demokrat riau kisruh kader bakar atribut kta,0,0,True Positive
indonesia terpidana mengeluarkan uang juta biaya eksekusi matinya,1,1,True Negative
setneg era jokowi terima dokumen tpf munir sby,0,0,True Positive
taufik duga majelis sang presiden upaya jatuhkan citra anies baswedan,0,0,True Positive
jokowi vaksin pfizer vaksin sinovac masyarakat,1,1,True Negative
wiranto pendukung prabowo mengakui kemenangan jokowi tangkap tembak mati,1,1,True Negative
petinggi pks cikeas dijamu nasi goreng racikan sby,0,0,True Positive
kpu bali usul kampanye partai baliho buang duit negara,0,0,True Positive
muzani persiapan gerindra deklarasi prabowo capres,0,0,True Positive
artikel berita duka seiamat jaian seiamanya salah personil wali band innaiiiahi wainnaiiiaihirojiun kabar dukа mеnуеiіmutі ……,1,1,True Negative
jus daun pepaya mentah obat dbd,1,1,True Negative
melawan ditangkap penghina nabi ditembak mati,1,1,True Negative
ramai ramai elite golkar tepis isu kudeta airlangga,0,0,True Positive
pkb prabowo ajak khofifah perkuat koalisi hadapi pilpres,0,0,True Positive
banser besanan pki,1,1,True Negative
makassar godok raperda anti lgbt,0,1,False Negative
politikus pks ingatkan yaqut baha i picu polemik,0,0,True Positive
obral murah batu bara ri china rp ton,1,0,False Positive
video berita terkini mpus srimul mlh berkhint news viral kpk jokowi,1,1,True Negative
video burung mengeluarkan api,1,1,True Negative
presiden pks berharap anies aher bersanding pilpres,0,0,True Positive
pdip perppu nomor urut parpol jokowi usulan bu mega,0,0,True Positive
objek wisata pangandaran ditutup,1,1,True Negative
foto bakteri masker menit pemakaian,1,1,True Negative
survei capres indekstat ganjar teratas puan masuk,0,0,True Positive
dpr pertemukan dewan pers tim penyusun rkuhp,0,0,True Positive
sendok medical check up,1,1,True Negative
ruu papua barat daya dibawa paripurna dpr sorong kota provinsi,0,0,True Positive
pks bertamu pp muhammadiyah hindari polarisasi pemilu,0,0,True Positive
hasto ogah koalisi pks demokrat pdip suka kamuflase politik,0,0,True Positive
pondok pesantren rumah kyai madura dikelilingi drone menyemprotkan cairan mematikan,1,1,True Negative
demo mahasiswa sambut kunjungan jokowi sumenep,0,1,False Negative
istana kaji surat muhammadiyah jokowi batalkan twk kpk,0,0,True Positive
mayat positif covid dikuburkan daster sesuai dgn syariat fardhu kifayah islam,1,1,True Negative
pkb tawarkan duet cak imin ahy demokrat respons positif,0,0,True Positive
nu jabar haram pilih eks koruptor anggota ormas terlarang pemilu,0,0,True Positive
baleg dpr perbaikan uu cipta kerja masuk prolegnas,0,0,True Positive
obat klorin dioksida temuan prof dr richard claproth menyembuhkan covid,1,1,True Negative
link mendaftarkan bantuan covid e ktp,1,1,True Negative
pkb mui dki bentuk timses cyber army,0,0,True Positive
indikator drama dpp berkah elektibilitas ganjar,0,0,True Positive
ganjar pranowo nonton video porno membatalkan orang berpuasa,1,1,True Negative
baliho puan maharani ramaikan solo fx rudy akui pasang,0,0,True Positive
pengamat prediksi kemesraan jokowi prabowo berlanjut pilpres,0,0,True Positive
tv negeri memberitakan prabowo the next presiden,1,1,True Negative
psi aktivis furqan amc jubir direktur propaganda,0,0,True Positive
icw sentil moeldoko ribka tjiptaning terkait ivermectin,0,1,False Negative
lantik bupati madina edy proses tambang emas ilegal,0,0,True Positive
lengan kanan dekap lengan kiri,1,1,True Negative
ade armando babak belur pemerintah setop pertajam polarisasi,0,0,True Positive
mensesneg reshuffle juni responsif,0,0,True Positive
sekjen gerindra sindir pemimpin lupa orang membesarkan,0,0,True Positive
cak imin diadukan mkd terkait panja vaksin covid,0,1,False Negative
video gempa bumi papua nugini,1,1,True Negative
foto pesawat angkut disewa peserta reuni,1,1,True Negative
subsidi biaya komunikasi pemerintah telkom indonesia,1,1,True Negative
pks desak pemerintah vaksinasi juta dosis,0,0,True Positive
kecewa pemerintah puluhan warga jalan bakri bantaeng tutup jalan raya,1,0,False Positive
warga bogor meninggal hidup,1,1,True Negative
indonesia tawarkan amerika serikat bangun pangkalan militer kepulauan natuna,1,1,True Negative
megawati sumbar berbeda kenang momen perundungan,0,0,True Positive
foto lelaki menginjak merah putih,1,1,True Negative
dpr klarifikasi terima surpres calon panglima tni,0,0,True Positive
subsidi juta pertamina,1,1,True Negative
diserang demokrat yusril sia sia jurus dewa mabuk,0,0,True Positive
